Fase,Tmin,Tmax,Tmed,Chuva,UR,ETc,ETR,ARM,DEF,EXC,N,PP,Data semeadura,Data maturação,ISNA,PA,Municipio,Ano
4,13.770454545454545,23.797727272727272,18.78409090909091,17.96,86.24772727272727,34.123347395214566,20.154940335365605,29.885723891862902,13.96840705984896,0.0,10.461595304916758,1239.969243989605,2019-03-25,2019-07-02,0.5906495661733385,3649.661919260748,São Pedro do Iguaçu,2019
1,20.88058823529412,32.452352941176464,26.666470588235292,39.39,71.87705882352941,24.080045445685645,21.566279742784932,17.456120642764002,2.513765702900711,5.6452489613670975,12.858875507986241,2219.8870018938387,2020-02-05,2020-05-14,0.8956079336074884,9057.409238340248,São Pedro do Iguaçu,2020
2,17.8675,31.963214285714287,24.915357142857143,90.33,65.15928571428572,94.47278912702066,47.2947845949095,29.19892538938276,47.17800453211116,31.29241065847174,12.33332378784719,3050.0891412954807,2020-02-05,2020-05-14,0.5006180618984442,2272.749368908313,São Pedro do Iguaçu,2020
3,13.86909090909091,29.64727272727273,21.758181818181818,54.87,62.81818181818182,144.60140502738992,68.1208442459766,15.948081143406169,76.48056078141332,0.0,11.58281734649034,2705.163180788469,2020-02-05,2020-05-14,0.4710939304709617,1671.7139010413641,São Pedro do Iguaçu,2020
4,13.30090909090909,28.469545454545457,20.885227272727274,53.36,62.79681818181818,55.11937740142764,19.21583728465483,46.77821651545327,35.9035401167728,3.314027343298065,10.967673816392999,1476.9595684116198,2020-02-05,2020-05-14,0.34862217591298705,1453.930428370097,São Pedro do Iguaçu,2020
1,18.644117647058824,31.05,24.84705882352941,64.59,70.34,22.664108138875516,18.439457753214462,12.768126386993407,4.224650385661054,38.31222792436535,12.634073225837156,1983.2308629366696,2020-02-15,2020-05-24,0.8135973249079873,8003.565213957682,São Pedro do Iguaçu,2020
2,17.889642857142857,32.66142857142857,25.275535714285716,48.78,62.57357142857143,91.51806129586679,48.12043653744415,13.427689849549255,43.39762475842264,0.0,12.086898096204578,2964.9701209131767,2020-02-15,2020-05-24,0.5258026214287541,2310.6607484335636,São Pedro do Iguaçu,2020
3,13.701818181818183,29.53212121212121,21.616969696969697,49.18,62.00333333333333,133.0870089886547,55.228425659599345,7.379264189949912,77.85858332905536,0.0,11.347451799509628,2547.296392636885,2020-02-15,2020-05-24,0.41497983972505836,1634.7691877387535,São Pedro do Iguaçu,2020
4,10.607727272727272,25.116818181818186,17.862272727272725,184.55,67.97909090909091,44.14522003039843,26.57288277211081,47.13647590665031,17.57233725828762,118.2199055111888,10.78634347750018,1152.9017288718337,2020-02-15,2020-05-24,0.601942469735403,1504.6227506539635,São Pedro do Iguaçu,2020
1,17.21941176470588,31.392941176470586,24.306176470588234,51.43,66.53941176470589,23.156441358121192,12.020959386556502,4.033504190803359,11.135481971564692,42.22220308930681,12.395706191996224,1803.7082537589438,2020-02-25,2020-06-03,0.5191194622977175,6246.653932931465,São Pedro do Iguaçu,2020
2,17.010357142857142,31.705000000000002,24.357678571428572,71.99,63.15071428571429,82.57108596929992,44.60190642327477,25.01964961228726,37.96917954602514,6.401948155241326,11.838774421039863,2792.0558534956735,2020-02-25,2020-06-03,0.540163737701813,1937.996938347253,São Pedro do Iguaçu,2020
3,12.365454545454545,28.456666666666667,20.41106060606061,51.38,61.265454545454546,119.39807237303204,50.07323865449932,26.326410957787935,69.32483371853272,0.0,11.126549312896783,2209.685487367422,2020-02-25,2020-06-03,0.41938062867595477,1375.3776563616998,São Pedro do Iguaçu,2020
4,9.466818181818182,22.849999999999998,16.158409090909092,162.66,75.82045454545454,36.68697601964727,32.18668220020751,44.01391012183084,4.500293819439761,112.7858186357496,10.638843269371419,928.929239286699,2020-02-25,2020-06-03,0.8773326584063598,1341.6348722030637,São Pedro do Iguaçu,2020
1,18.57,33.43117647058824,26.000588235294117,42.06,61.44294117647058,22.895439853209574,13.612765506788186,17.684804930638233,9.282674346421388,15.542059958776354,12.174276175911125,1887.5013560838568,2020-03-05,2020-06-12,0.5945623055972823,6100.292021348374,São Pedro do Iguaçu,2020
2,13.967500000000001,29.556785714285716,21.76214285714286,54.69,62.93821428571429,75.43219469696187,47.43009281192468,24.94471211871355,28.002101885037195,0.0,11.61802866118701,2330.273475245266,2020-03-05,2020-06-12,0.6287778448243266,2703.446694299512,São Pedro do Iguaçu,2020
3,12.683333333333334,28.273030303030303,20.478181818181817,54.529999999999994,63.28484848484849,109.08442002489376,49.8180150531164,29.65669706559715,59.26640497177736,0.0,10.945513189847778,2142.313246856618,2020-03-05,2020-06-12,0.4566923034632041,1969.0449962045705,São Pedro do Iguaçu,2020
4,10.642272727272728,21.904090909090908,16.27318181818182,207.07,83.02954545454544,30.23222548143165,28.316404734730803,45.979035058887824,1.9158207467008486,162.43125727197852,10.541011235603863,921.017865818182,2020-03-05,2020-06-12,0.9366298472509897,1944.0892597687389,São Pedro do Iguaçu,2020
1,17.91470588235294,32.06294117647059,24.988823529411764,42.39,64.97882352941177,20.435391214951636,12.57225974738388,8.575137801489584,7.863131467567756,26.09345421927049,11.925215689987049,1763.1572010612347,2020-03-15,2020-06-22,0.6152199199487474,5708.470199036868,São Pedro do Iguaçu,2020
2,13.099642857142857,29.198928571428574,21.149285714285718,48.37,61.700357142857136,72.19699116722757,40.732934212993676,11.176796421070161,31.464056954233886,5.035407167425738,11.380296059096851,2118.833397316598,2020-03-15,2020-06-22,0.5641915757769642,1976.7710957872425,São Pedro do Iguaçu,2020
3,10.691515151515151,25.171212121212122,17.93136363636364,188.26,68.81818181818181,88.25872961606514,53.327937949082454,35.367742841025695,34.93079166698268,110.74111563096201,10.770698770447694,1684.658099225879,2020-03-15,2020-06-22,0.6042228137779081,1585.5906447393245,São Pedro do Iguaçu,2020
4,13.190454545454545,23.888636363636362,18.539545454545454,81.52,84.0,31.68197801169834,29.479229095327906,36.355067584458716,2.202748916370435,51.05344616123908,10.476612204392445,1180.250460729653,2020-03-15,2020-06-22,0.9304731252715004,1563.5424123138303,São Pedro do Iguaçu,2020
1,15.46470588235294,30.570000000000004,23.017352941176473,34.86,63.16529411764706,19.139267054640964,11.958655732899484,14.862752735420747,7.180611321741482,12.953271413176456,11.677582384903374,1553.2427500984722,2020-03-25,2020-07-02,0.6248230770153604,5112.387533300639,São Pedro do Iguaçu,2020
2,12.508928571428571,28.564285714285713,20.536607142857143,35.300000000000004,60.987500000000004,64.03325277195235,28.921770339883512,15.918810905981442,35.11148243206884,5.322171489555791,11.156002535197057,1883.242464042978,2020-03-25,2020-07-02,0.4516679863646056,907.4589073717995,São Pedro do Iguaçu,2020
3,10.56030303030303,23.47090909090909,17.01560606060606,245.02,77.07242424242423,72.87980950697572,59.02477823754864,47.400000000000006,13.855031269427078,154.5140326684328,10.630728029112408,1547.1334332563924,2020-03-25,2020-07-02,0.8098920487971235,821.2013305311726,São Pedro do Iguaçu,2020
4,12.245454545454544,22.833636363636366,17.539545454545454,55.86,81.91454545454545,34.151485915611175,29.870065948899615,45.8870339920273,4.281419966711564,27.50290005907309,10.462496358323245,1031.4557235019813,2020-03-25,2020-07-02,0.8746344455614312,800.6112585096264,São Pedro do Iguaçu,2020
1,16.713529411764707,28.023529411764706,22.368529411764705,20.93,77.23411764705882,23.9907183250647,15.821200631281975,9.756438330529916,8.169517693782726,0.10270265942161405,12.858875507986241,1738.0304948348953,2021-02-05,2021-05-15,0.6594717347313653,7944.735519824707,São Pedro do Iguaçu,2021
2,18.719285714285714,30.333571428571428,24.52642857142857,87.65,73.01535714285714,88.7391427513567,58.04537731676256,17.270249680014118,30.69376543459413,22.090811333753237,12.33332378784719,3034.5820501959815,2021-02-05,2021-05-15,0.6541124414442819,3822.757761340114,São Pedro do Iguaçu,2021
3,17.16878787878788,30.03848484848485,23.60363636363636,28.07,69.39666666666668,138.36249853850032,43.54055557174554,1.7996941082685725,94.82194296675478,0.0,11.58281734649034,2973.6598395559395,2021-02-05,2021-05-15,0.3146846582828229,2512.8604905827183,São Pedro do Iguaçu,2021
4,12.732727272727272,26.991818181818186,19.862272727272728,21.86,67.48545454545454,50.321674127468405,12.4308524237931,11.228841684475473,37.89082170367531,0.0,10.967673816392999,1451.2727743140683,2021-02-05,2021-05-15,0.24702779943896258,2134.437671923327,São Pedro do Iguaçu,2021
1,18.397058823529413,29.97764705882353,24.18735294117647,41.78,74.36352941176472,23.82335856217698,14.00159773307996,21.593333333333323,9.821760829097022,11.542149876764489,12.634073225837156,1860.8006092056348,2021-02-15,2021-05-25,0.5877256011799074,7233.544271299838,São Pedro do Iguaçu,2021
2,18.693928571428568,30.239642857142858,24.466785714285717,71.31,73.90892857142856,82.56834760616658,57.868782499935456,14.512038935871356,24.69956510623113,20.522511897526513,12.086898096204578,2919.352273904754,2021-02-15,2021-05-25,0.7008591570217344,3987.771474743982,São Pedro do Iguaçu,2021
3,15.182424242424242,29.242424242424242,22.21242424242424,11.3,66.00545454545454,128.7584662932758,24.59435351432907,1.2176854215422843,104.16411277894673,0.0,11.347451799509628,2630.7349949410045,2021-02-15,2021-05-25,0.19101154450154764,2374.7409316270223,São Pedro do Iguaçu,2021
4,11.60590909090909,25.70681818181818,18.656363636363636,28.02,66.68363636363637,44.90291149464008,14.344823025664258,14.892862395878025,30.558088468975825,0.0,10.78634347750018,1251.103270607822,2021-02-15,2021-05-25,0.3194630937768157,2051.521162288819,São Pedro do Iguaçu,2021
1,18.258823529411764,29.83235294117647,24.045588235294115,56.980000000000004,72.25,21.254732500313686,14.29692225703895,8.754880227982937,6.957810243274737,38.9279071003408,12.395706191996224,1821.4744114203008,2021-02-25,2021-06-04,0.6726465391567712,7133.127476395449,São Pedro do Iguaçu,2021
2,18.125357142857144,30.468214285714286,24.29678571428571,46.26,72.3975,80.04704035277271,46.79923676639407,8.215643461588876,33.24780358637864,0.0,11.838774421039863,2750.8559553839996,2021-02-25,2021-06-04,0.5846466847511997,2688.975258275712,São Pedro do Iguaçu,2021
3,14.251515151515152,28.099393939393938,21.175454545454546,27.26,67.0590909090909,112.07777769691029,26.074251689534954,9.401391772053922,86.00352600737534,0.0,11.126549312896783,2399.7251000186457,2021-02-25,2021-06-04,0.23264426031043403,1657.274959115162,São Pedro do Iguaçu,2021
4,11.960909090909091,25.880454545454544,18.92068181818182,15.9,66.57136363636363,41.71881055046129,13.96503550348637,11.336356268567553,27.75377504697492,0.0,10.638843269371419,1235.8229752497068,2021-02-25,2021-06-04,0.3347419382102195,1436.7718536844238,São Pedro do Iguaçu,2021
1,18.21764705882353,30.47411764705882,24.345882352941175,31.689999999999998,70.89294117647059,21.269616967353386,13.917593157523138,18.23309364068593,7.35202380983025,6.385979868457601,12.199078002882574,1775.506327443717,2021-03-05,2021-06-12,0.6543415040752812,6679.826897535297,São Pedro do Iguaçu,2021
2,17.56607142857143,30.244642857142857,23.905357142857145,27.509999999999998,70.36999999999999,74.67721346353393,38.59876993461431,6.025053563608538,36.07844352891963,1.1192701424630835,11.642316505322091,2599.166077884517,2021-03-05,2021-06-12,0.5168748021571895,1839.0378603940956,São Pedro do Iguaçu,2021
3,12.937272727272727,27.33909090909091,20.13818181818182,27.25,65.82333333333334,103.8096297350019,24.980038850640934,8.295014712967602,78.82959088436097,0.0,10.96462759771103,2201.744109255652,2021-03-05,2021-06-12,0.2406331562342363,1140.7856725874917,São Pedro do Iguaçu,2021
4,12.749545454545455,24.710454545454546,18.73,51.76,73.16727272727273,36.65018409726703,16.960041428017927,43.094973284949674,19.690142669249106,0.0,10.550091549299294,1175.1712500524734,2021-03-05,2021-06-12,0.4627546039879953,1018.2093025006741,São Pedro do Iguaçu,2021
1,19.28235294117647,30.431176470588237,24.85676470588235,45.21,77.28176470588235,19.16551724284131,17.183797975129718,17.413998688579202,1.9817192677115933,15.533587041550636,11.95013593367606,1770.0395384185629,2021-03-15,2021-06-22,0.8965997503431952,6831.71176388842,São Pedro do Iguaçu,2021
2,15.58607142857143,29.264642857142857,22.42535714285714,10.74,66.58928571428571,67.62053751444584,24.699193681229072,3.4548050073501297,42.921343833216774,0.0,11.403564040083774,2280.793862647745,2021-03-15,2021-06-22,0.36526171765423415,327.1882781505725,São Pedro do Iguaçu,2021
3,12.17151515151515,26.24848484848485,19.21,32.22,66.02969696969697,92.11550177234659,25.59590988377337,10.07889512357676,66.51959188857322,0.0,10.78673248831125,1969.7474035980345,2021-03-15,2021-06-22,0.2778675618250538,209.0516436290048,São Pedro do Iguaçu,2021
4,11.974545454545455,23.35181818181818,17.663181818181815,87.62,79.25545454545455,32.57810942146161,20.857841987568253,47.16474042567004,11.72026743389336,29.676312710338465,10.48083106872467,1105.882179935105,2021-03-15,2021-06-22,0.6402410194444141,194.0100023899167,São Pedro do Iguaçu,2021
