municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha_100pct,risco_economico,margem_media_rs_ha_rateio50,margem_media_rs_ha_rateio_proporcional,score_clima,score_produtividade,score_economico,score_integrado,componente_agroclimatico,topsis_score,classe_risco_topsis,topsis_score_rateio50,topsis_score_rateio_proporcional
Iguatu,25/02/,0.7127013588256754,0.109067960648746,27,0.3333333333333333,0.1111111111111111,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Risco climático 40%,3249.8866327281544,408.2659201635109,Alta produtividade prevista,3.8,-873.2553557816402,Mais viável,27.84174957959004,194.71158390574385,2,0,0,2,0.4297897487926714,0.585394153202416,Risco integrado intermediário,0.643566713544747,0.5922242016562789
Iguatu,25/03/,0.7115496578421684,0.1225867666802412,27,0.5185185185185185,0.4444444444444444,0.1481481481481481,1.0,0.1481481481481481,0.4444444444444444,Inapto (risco > 40%),3228.874060710924,379.7031622680461,Produtividade prevista intermediária,3.8,-880.6891113051523,Viabilidade intermediária,20.40799405607775,187.27782838223143,3,1,1,5,0.3137758429975782,0.5637551694414823,Risco integrado intermediário,0.6129722479800198,0.5695483199809648
Iracema do Oeste,05/02/,0.7347737080776653,0.1174130635017993,27,0.4814814814814814,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3222.56682817161,397.55664413828885,Produtividade prevista intermediária,7.7,-883.7483250019887,Viabilidade intermediária,17.34878035924152,184.21861468539532,3,1,1,5,0.7784754034865211,0.6500099971398784,Baixo risco integrado,0.6502334226550084,0.6500363553078393
Iracema do Oeste,05/03/,0.6963608670398883,0.1106456604301704,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3209.9417258267854,458.27305911506306,Produtividade prevista intermediária,7.7,-876.4686205939765,Viabilidade intermediária,24.628484767253493,191.4983190934072,3,1,1,5,-0.09066263327987074,0.4887244926826547,Risco integrado intermediário,0.5837195941424141,0.5003481515755145
Iracema do Oeste,15/02/,0.7203413058412965,0.1027707999862205,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3208.0966200373796,398.2069764452128,Produtividade prevista intermediária,3.8,-898.3254474051254,Viabilidade intermediária,2.771657956104806,169.6414922822585,1,1,1,3,0.40952024936947473,0.5812967344871113,Risco integrado intermediário,0.574410209776306,0.5804824276164398
Iracema do Oeste,15/03/,0.702186966014458,0.1083293541002578,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3215.156938197086,403.8504911603094,Produtividade prevista intermediária,7.7,-881.1661025694242,Viabilidade intermediária,19.93100279180597,186.8008371179597,3,1,1,5,0.05554814220817341,0.5158015290228252,Risco integrado intermediário,0.5862435510413753,0.524229261779252
Iracema do Oeste,25/02/,0.6960652195693321,0.1085542037833555,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3216.3347419824363,394.2300505742478,Produtividade prevista intermediária,3.8,-880.8346816753773,Viabilidade intermediária,20.262423685852983,187.13225801200676,3,1,1,5,-0.06905769975095162,0.4926735750664444,Risco integrado intermediário,0.5748933659692098,0.5026310717249769
Iracema do Oeste,25/03/,0.6942882644790394,0.121953834703104,27,0.5555555555555556,0.4814814814814814,0.1851851851851851,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3205.932343320855,377.9543706993982,Produtividade prevista intermediária,3.8,-886.563091978917,Viabilidade intermediária,14.534013382312844,181.40384770846663,3,1,1,5,-0.15206722477472293,0.4771835781299419,Risco integrado intermediário,0.5520697284215026,0.4862450576067647
Itaipulândia,05/02/,0.6553970683535913,0.1374706292888312,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%),2823.9001196751055,593.000336201586,Baixa produtividade prevista,3.8,-992.5414727322444,Menos viável,-91.4443673710145,75.42546695513923,3,2,2,7,-2.6417938468637088,0.013413727931412177,Alto risco integrado,0.02196780916800383,0.014683575803843323
Itaipulândia,05/03/,0.6682330332641668,0.1111484393435729,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2919.876113700932,657.9497611440546,Baixa produtividade prevista,3.8,-949.9731701455978,Menos viável,-48.87606478436753,117.99376954178622,3,2,2,7,-1.9513436598294047,0.14231186692699974,Alto risco integrado,0.212364532841834,0.1521689286017801
Itaipulândia,15/02/,0.6587776398023449,0.1148595896664594,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2870.794229813298,610.2629936245396,Baixa produtividade prevista,3.8,-972.9519847670372,Menos viável,-71.85487940580721,95.01495492034648,3,2,2,7,-2.3657106404931767,0.0650295169501456,Alto risco integrado,0.10751859164077955,0.07134846063650568
Itaipulândia,15/03/,0.6873748312987056,0.1090909884591387,27,0.7037037037037037,0.5555555555555556,0.1851851851851851,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),2867.8183350813983,593.2738650504915,Baixa produtividade prevista,3.8,-981.916837303904,Menos viável,-80.81973194267415,86.05010238347958,3,2,2,7,-1.7726128672438406,0.1749794296943891,Alto risco integrado,0.13902601530604344,0.17099533214466284
Itaipulândia,25/02/,0.6568726971726491,0.1113283654472642,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2881.239796858395,596.524583609056,Baixa produtividade prevista,3.8,-957.1798300831364,Menos viável,-56.08272472190611,110.78710960424768,3,2,2,7,-2.360544804214897,0.06656712227395667,Alto risco integrado,0.16332844432748073,0.08412461988952855
Itaipulândia,25/03/,0.6978257961538197,0.1224449576924722,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2935.80428665549,587.698769984905,Baixa produtividade prevista,3.8,-955.2068604273762,Menos viável,-54.109755066146015,112.76007926000771,3,2,2,7,-1.2547330359882913,0.2714765226397011,Alto risco integrado,0.2574089543457991,0.2698391261090417
Jesuítas,05/02/,0.7367959649254892,0.1173574701985914,27,0.4444444444444444,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3222.903983273151,402.52462560317156,Produtividade prevista intermediária,7.7,-884.0258708681779,Viabilidade intermediária,17.07123449305221,183.9410688192059,3,1,1,5,0.8228037218707327,0.6582373591448301,Baixo risco integrado,0.6536887331281077,0.6576991208390888
Jesuítas,05/03/,0.6982077712546247,0.1107533653056234,27,0.4444444444444444,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3207.9197094173946,460.5782378239623,Produtividade prevista intermediária,7.7,-877.0893200118509,Viabilidade intermediária,24.00778534937929,190.87761967553297,3,1,1,5,-0.060335568818172765,0.4943449001310182,Risco integrado intermediário,0.5851533350374526,0.5054038661819383
Jesuítas,15/02/,0.7224205090062198,0.1028504409122772,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3208.120242716878,401.6962643151296,Produtividade prevista intermediária,3.8,-898.6129574743062,Viabilidade intermediária,2.484147886923997,169.3539822130777,1,1,1,3,0.45368859129392747,0.5894940469226345,Risco integrado intermediário,0.5778065707430109,0.588109174172511
Jesuítas,15/03/,0.7042952869668655,0.1082031668297551,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3213.719161305364,405.1245117897855,Produtividade prevista intermediária,7.7,-881.0541138000117,Viabilidade intermediária,20.04299156121836,186.91282588737212,3,1,1,5,0.09396253703276268,0.5229351391100423,Risco integrado intermediário,0.5903081887050414,0.5309716830032927
Jesuítas,25/02/,0.6980183959318849,0.1084685618076305,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3214.930842796462,398.5745724872818,Produtividade prevista intermediária,3.8,-881.290443410901,Viabilidade intermediária,19.806661950329097,186.6764962764828,3,1,1,5,-0.03378365255969457,0.49921537320144327,Risco integrado intermediário,0.5771742454559596,0.5086165835057714
Jesuítas,25/03/,0.6962902905294324,0.1219568930303745,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.3703703703703703,Inapto (risco > 40%),3205.043848921071,384.249249725661,Produtividade prevista intermediária,3.8,-886.8270644028667,Viabilidade intermediária,14.270040958363412,181.1398752845172,3,1,1,5,-0.11351095178465888,0.4843373373064101,Risco integrado intermediário,0.5550960013831795,0.492864284003391
Lindoeste,05/02/,0.7417117965367299,0.1169697704114534,27,0.2962962962962963,0.1851851851851851,0.1481481481481481,0.5185185185185185,0.0,0.3703703703703703,Risco climático 30%,3159.2119094875225,613.4506990124008,Produtividade prevista intermediária,7.7,-905.3556655657308,Viabilidade intermediária,-4.25856020450052,162.61127412165325,1,1,1,3,0.6493177526771367,0.6257150845909026,Risco integrado intermediário,0.5770608878888163,0.6197979901904068
Lindoeste,05/03/,0.749197543437797,0.0884418712624777,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,3250.654373775238,565.0218296505063,Alta produtividade prevista,3.8,-856.9492334104833,Mais viável,44.14787195074686,211.01770627690055,2,0,0,2,1.206614526584893,0.7298666367637298,Baixo risco integrado,0.763661252575968,0.7337374415385236
Lindoeste,15/02/,0.7425944183050469,0.0950285610144005,27,0.2592592592592592,0.1111111111111111,0.1851851851851851,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%,3236.1743889203103,603.4689499563812,Alta produtividade prevista,7.7,-871.7847781796328,Mais viável,29.312327181597084,196.1821615077509,1,0,0,1,1.003545650773557,0.6919673013027475,Baixo risco integrado,0.7048328584648142,0.6934707563386531
Lindoeste,15/03/,0.7620880981383058,0.0911771357122431,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3233.841025445634,539.0963214032605,Produtividade prevista intermediária,7.7,-874.7852531398659,Viabilidade intermediária,26.311852221364408,193.18168654751813,3,1,1,5,1.4065103275595185,0.7667388183458254,Baixo risco integrado,0.7339567258307785,0.7626895248234571
Lindoeste,25/02/,0.7362594492130029,0.0934882232159068,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.5185185185185185,Risco climático 30%,3284.679979892379,476.31192811208473,Alta produtividade prevista,7.7,-849.1135072034386,Mais viável,51.98359815779171,218.85343248394545,1,0,0,1,1.0807489846142648,0.70656973754289,Baixo risco integrado,0.7677203500780168,0.7135495708910242
Lindoeste,25/03/,0.7628880361993928,0.1082058369159477,27,0.4444444444444444,0.4074074074074074,0.074074074074074,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3245.279809254036,553.6447129309076,Alta produtividade prevista,7.7,-862.7167493851586,Mais viável,38.3803559760717,205.25019030222543,3,0,0,3,1.4733317304004168,0.7793288444544139,Baixo risco integrado,0.775129866061801,0.7788303978022079
Marechal Cândido Rondon,05/02/,0.6808777217129695,0.1357379416975717,27,0.5185185185185185,0.2222222222222222,0.4074074074074074,0.1481481481481481,0.0,0.1851851851851851,Inapto (risco > 40%),2910.123599809065,658.1899783990825,Baixa produtividade prevista,3.8,-972.6368716550608,Menos viável,-71.53976629383068,95.33006803232308,3,2,2,7,-1.7258765022289546,0.18375492367075197,Alto risco integrado,0.16467501639516094,0.18157889543227448
Marechal Cândido Rondon,05/03/,0.6769774831040876,0.1213650933067959,27,0.4814814814814814,0.3703703703703703,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2964.8389245591397,665.4162978799891,Baixa produtividade prevista,3.8,-945.7005419489658,Menos viável,-44.6034365877359,122.26639773841792,3,2,2,7,-1.5700013075119323,0.21309191653829468,Alto risco integrado,0.2556165842758439,0.21846196237486035
Marechal Cândido Rondon,15/02/,0.685796734504561,0.1211077405233293,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2592592592592592,Risco climático 40%,2932.0690299042326,681.187175376512,Baixa produtividade prevista,3.8,-964.3882682260588,Menos viável,-63.29116286482871,103.57867146132506,2,2,2,6,-1.525953652925247,0.22098790095628276,Alto risco integrado,0.20611708341937604,0.21926875424621733
Marechal Cândido Rondon,15/03/,0.6879052330312744,0.1185060586869007,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2898.4604454725336,568.3140975024081,Baixa produtividade prevista,3.8,-984.3256595370408,Menos viável,-83.22855417581084,83.641280150343,3,2,2,7,-1.6277858959130131,0.201870647709834,Alto risco integrado,0.15171737013797842,0.19630388523024608
Marechal Cândido Rondon,25/02/,0.6725215759785079,0.1219589405174011,27,0.4074074074074074,0.2592592592592592,0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,Inapto (risco > 40%),2987.5375318531146,656.0420094264385,Baixa produtividade prevista,3.8,-930.7509028155878,Menos viável,-29.65379745435766,137.21603687179618,3,2,2,7,-1.5654812478099072,0.21422498014907265,Alto risco integrado,0.3020176185960662,0.22617514319903612
Marechal Cândido Rondon,25/03/,0.6952316067111695,0.1248261122579399,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2951.3883421637233,627.177154652899,Baixa produtividade prevista,3.8,-956.9647317617716,Menos viável,-55.86762640054156,111.00220792561218,3,2,2,7,-1.2417731517433115,0.2738611540048589,Alto risco integrado,0.2540610464079958,0.271567394415919
Maripá,05/02/,0.7137829130995229,0.125162570793003,27,0.4814814814814814,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3127.395365208658,516.0579810955783,Produtividade prevista intermediária,7.7,-907.594878709923,Viabilidade intermediária,-6.49777334869273,160.372060977461,3,1,1,5,-0.08129585666757792,0.49002883726439356,Risco integrado intermediário,0.5017053823210164,0.49140772179181913
Maripá,05/03/,0.6934528294598468,0.1120789316886747,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),3125.4467482442415,622.2178117651589,Produtividade prevista intermediária,7.7,-901.7080378285458,Viabilidade intermediária,-0.6109324673157237,166.25890185883807,3,1,1,5,-0.5206542918511643,0.4085432916646121,Alto risco integrado,0.4764845964458857,0.41686254592183525
Maripá,15/02/,0.7094359496225356,0.1078607930862822,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3071.5851943772277,603.0076309370412,Baixa produtividade prevista,3.8,-937.5852000032842,Menos viável,-36.48809464205395,130.38173968409987,1,2,2,5,-0.4167302393569214,0.427332155003443,Risco integrado intermediário,0.3871336650006172,0.4226114176253683
Maripá,15/03/,0.6999660604332886,0.1122148656946241,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3106.3563342915145,592.8203857736912,Produtividade prevista intermediária,7.7,-919.841010842296,Menos viável,-18.743905481065948,148.12592884508786,3,1,2,6,-0.46584257392052325,0.4184532493802946,Risco integrado intermediário,0.43093031277471405,0.4199315899951177
Maripá,25/02/,0.6910159898322649,0.1102627789364427,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3112.2775445107686,551.0675170609707,Produtividade prevista intermediária,7.7,-904.5339020210852,Viabilidade intermediária,-3.436796659855295,163.43303766629836,2,1,1,4,-0.6297110438934024,0.38825905626644774,Alto risco integrado,0.45859937153517577,0.3969338142273772
Maripá,25/03/,0.7007160600511575,0.122270857471564,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3126.449125218164,565.5720857630223,Produtividade prevista intermediária,7.7,-911.3152508092464,Menos viável,-10.218145448016475,156.65168887813726,3,1,2,6,-0.3623519168183577,0.43778972941221156,Risco integrado intermediário,0.46458496751542655,0.44097762827034903
Matelândia,05/02/,0.7386598020164937,0.1152275249921733,27,0.2962962962962963,0.1851851851851851,0.1481481481481481,0.5185185185185185,0.0,0.3703703703703703,Risco climático 30%,3152.3659678765976,663.4587600317566,Produtividade prevista intermediária,7.7,-907.6407923285204,Viabilidade intermediária,-6.543686967290027,160.3261473588637,1,1,1,3,0.5547903931465918,0.608133567619897,Risco integrado intermediário,0.5618795528736826,0.6025369996296448
Matelândia,05/03/,0.7458854476460262,0.0885499237549854,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,3234.855600059245,596.723999380943,Produtividade prevista intermediária,3.8,-860.9518152443122,Mais viável,40.14529011691796,207.01512444307167,2,1,0,3,1.0675443771670443,0.7039886659697873,Baixo risco integrado,0.7393926961649737,0.7080619541548009
Matelândia,15/02/,0.7387061217364095,0.0943498512511076,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%,3224.69826050371,652.5593463364785,Produtividade prevista intermediária,7.7,-876.0046627442225,Viabilidade intermediária,25.092442617007656,191.9622769431614,1,1,1,3,0.8711086646754699,0.6673168460026114,Baixo risco integrado,0.6804574223629132,0.6688547477470035
Matelândia,15/03/,0.7586001221402721,0.0912301130153881,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3217.135600233697,572.1920665886358,Produtividade prevista intermediária,7.7,-879.7305759610172,Viabilidade intermediária,21.366529400212883,188.23636372636668,3,1,1,5,1.2597600838856908,0.7394224600805483,Baixo risco integrado,0.706358975814336,0.7353652374120833
Matelândia,25/02/,0.7337103562779154,0.0930742114541434,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.5185185185185185,Risco climático 30%,3279.695688622432,508.0548482137649,Alta produtividade prevista,7.7,-850.8287473716581,Mais viável,50.26835798957224,217.13819231572592,1,0,0,1,1.0049957798974596,0.692481170286146,Baixo risco integrado,0.7558665414497057,0.6997448916462123
Matelândia,25/03/,0.7595208577917512,0.1078791749885075,27,0.4444444444444444,0.4074074074074074,0.074074074074074,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),3225.939875401237,612.4592573631564,Produtividade prevista intermediária,7.7,-867.7005549122271,Mais viável,33.396550449003264,200.26638477515704,3,1,0,4,1.3176563118030615,0.7503525376030848,Baixo risco integrado,0.7463937791052382,0.7498832418511775
Medianeira,05/02/,0.6800880911271748,0.1378754037125905,27,0.4444444444444444,0.2592592592592592,0.3703703703703703,0.4444444444444444,0.0,0.2592592592592592,Inapto (risco > 40%),3015.5214180184503,758.1523268208467,Baixa produtividade prevista,7.7,-951.3254860272268,Menos viável,-50.22838066599719,116.6414536601566,3,2,2,7,-1.2831238755078636,0.2662558557872435,Alto risco integrado,0.26520007190176753,0.2661314239186987
Medianeira,05/03/,0.7004610624608203,0.0980585068436109,27,0.5555555555555556,0.4814814814814814,0.1851851851851851,0.9629629629629628,0.0,0.5555555555555556,Inapto (risco > 40%),3142.894266054518,716.0414472569424,Produtividade prevista intermediária,7.7,-885.8286291956612,Viabilidade intermediária,15.268476165568874,182.13831049172268,3,1,1,5,-0.2960626853705378,0.4504668325465013,Risco integrado intermediário,0.5402011457408755,0.46151702244003834
Medianeira,15/02/,0.6829891100579876,0.1145878032351395,27,0.3703703703703703,0.1481481481481481,0.2592592592592592,0.7407407407407407,0.0,0.4074074074074074,Risco climático 40%,3085.4036443432883,773.6353024312929,Baixa produtividade prevista,7.7,-914.6901291814988,Menos viável,-13.5930238202688,153.27681050588495,2,2,2,6,-0.916986057037323,0.3347855334641443,Alto risco integrado,0.4039608982947251,0.34344130373226683
Medianeira,15/03/,0.7256315062492221,0.0986336129009921,27,0.6666666666666666,0.5185185185185185,0.1481481481481481,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3103.206673933105,729.7621016833658,Baixa produtividade prevista,7.7,-917.9069305955804,Menos viável,-16.809825234350228,150.06000909180352,3,2,2,7,0.06436403742639273,0.5169331926650134,Risco integrado intermediário,0.4870387976335707,0.5133891979066135
Medianeira,25/02/,0.6831994954505907,0.1039425755213152,27,0.3333333333333333,0.2962962962962963,0.1481481481481481,0.8888888888888888,0.0,0.4444444444444444,Risco climático 40%,3090.9240133684198,731.5418286753442,Baixa produtividade prevista,7.7,-895.347401753734,Viabilidade intermediária,5.74970360749624,172.61953793365,2,2,1,5,-0.8884609262106268,0.34041772395095865,Alto risco integrado,0.46085959000351034,0.35635617566738675
Medianeira,25/03/,0.732883334046447,0.117566060267487,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4814814814814814,Inapto (risco > 40%),3124.1825069675956,695.0857383918604,Produtividade prevista intermediária,7.7,-897.0886875133344,Viabilidade intermediária,4.008417847895719,170.8782521740494,3,1,1,5,0.3095001265990101,0.5627411306435764,Risco integrado intermediário,0.568282917410232,0.5633942493122962
Mercedes,05/02/,0.6806028907325431,0.1357347432334341,27,0.5185185185185185,0.2222222222222222,0.4074074074074074,0.1481481481481481,0.0,0.1851851851851851,Inapto (risco > 40%),2899.189380593886,646.2510105031653,Baixa produtividade prevista,3.8,-974.9469231504386,Menos viável,-73.84981778920874,93.02001653694502,3,2,2,7,-1.7793694303967513,0.1737920674257445,Alto risco integrado,0.1534271327763584,0.17148119533100084
Mercedes,05/03/,0.6766378040844496,0.1213456163280941,27,0.4814814814814814,0.3703703703703703,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2946.1473171981224,652.6505925305089,Baixa produtividade prevista,3.8,-950.6824340706391,Menos viável,-49.58532870940925,117.28450561674444,3,2,2,7,-1.658687344675748,0.19654978906488585,Alto risco integrado,0.23295946833552172,0.2011305818800295
Mercedes,15/02/,0.685495188587388,0.1210478628424678,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2592592592592592,Risco climático 40%,2918.058956720288,669.0835509715338,Baixa produtividade prevista,3.8,-967.9193751822604,Menos viável,-66.82226982103035,100.04756450512336,2,2,2,6,-1.593422115288836,0.20841347234482496,Alto risco integrado,0.19017681935346106,0.20631923827993248
Mercedes,15/03/,0.6875929339668806,0.1184822240902966,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2881.410957296208,556.678683500442,Baixa produtividade prevista,3.8,-988.617255371708,Menos viável,-87.5201500104779,79.34968431567579,3,2,2,7,-1.7087327503704302,0.18680081445467553,Alto risco integrado,0.1359197973055343,0.18117873944850624
Mercedes,25/02/,0.6722181198867996,0.1218958763534619,27,0.4074074074074074,0.2592592592592592,0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,Inapto (risco > 40%),2966.732271102556,645.8314823410536,Baixa produtividade prevista,3.8,-937.1246920688016,Menos viável,-36.02758670757161,130.8422476185822,3,2,2,7,-1.6626141864025472,0.19608869780828922,Alto risco integrado,0.274719542521898,0.20677116742027693
Mercedes,25/03/,0.6949196814823874,0.1248068418281305,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2937.91216355225,614.71960977188,Baixa produtividade prevista,3.8,-960.1078052502128,Menos viável,-59.01069988898281,107.85913443717088,3,2,2,7,-1.3071340441834862,0.2616827510968737,Alto risco integrado,0.23932056117295072,0.25910246522590946
Missal,05/02/,0.6553575600967221,0.1374409511397205,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%),2831.82396752402,594.7329058560142,Baixa produtividade prevista,3.8,-991.4804246645846,Menos viável,-90.38331930335428,76.48651502279947,3,2,2,7,-2.6080867110360497,0.019680627003995744,Alto risco integrado,0.02782237735421403,0.020806122958685294
Missal,05/03/,0.6682049498238489,0.1111307210530314,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2914.0356170599302,667.0536771721127,Baixa produtividade prevista,3.8,-953.1887749765184,Menos viável,-52.091669615288346,114.77816471086544,3,2,2,7,-1.9774008087222998,0.13740944300475402,Alto risco integrado,0.20001355870101586,0.14611270569705753
Missal,15/02/,0.6587328402550285,0.1148280943453234,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2872.505602455267,614.5009425345817,Baixa produtividade prevista,3.8,-974.3352032188862,Menos viável,-73.2380978576561,93.63173646849776,3,2,2,7,-2.3591992716779426,0.06619560651970667,Alto risco integrado,0.10314737221062342,0.07153241125690948
Missal,15/03/,0.6873291400200265,0.1090734937341046,27,0.7037037037037037,0.5555555555555556,0.1851851851851851,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),2860.3523080436626,599.1720390850294,Baixa produtividade prevista,3.8,-984.9316489498176,Menos viável,-83.83454358858734,83.03529073756637,3,2,2,7,-1.8061297748555378,0.16872740338487432,Alto risco integrado,0.12968967387746927,0.16442943487955974
Missal,25/02/,0.6568292198253602,0.1113043970782838,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2875.5102624238034,605.433310476185,Baixa produtividade prevista,3.8,-959.7908864367416,Menos viável,-58.69378107551177,108.176053250642,3,2,2,7,-2.3864444563082063,0.061701685661962026,Alto risco integrado,0.15290192674866396,0.07831707083766473
Missal,25/03/,0.6977633018150117,0.122432838851554,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2930.213409331308,592.7211540464031,Baixa produtividade prevista,3.8,-957.1263179086898,Menos viável,-56.0292125474596,110.84062177869411,3,2,2,7,-1.280431239261321,0.2666793090494098,Alto risco integrado,0.24976653365788135,0.26471684156465414
Nova Aurora,05/02/,0.7383420498577367,0.1172885288125414,27,0.4444444444444444,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3230.7418366117986,402.90497056953626,Produtividade prevista intermediária,7.7,-881.9026426743977,Viabilidade intermediária,19.19446268683217,186.06429701298595,3,1,1,5,0.8897400501684459,0.6706961427713793,Baixo risco integrado,0.6659905421600835,0.6701391122038115
Nova Aurora,05/03/,0.699596913970643,0.1108552384740928,27,0.4074074074074074,0.2592592592592592,0.1851851851851851,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3216.6879956538146,462.96711817926155,Produtividade prevista intermediária,7.7,-874.932787319619,Viabilidade intermediária,26.164318041611367,193.03415236776516,3,1,1,5,0.007330895622976442,0.5069351504638062,Risco integrado intermediário,0.5971272036181949,0.5178780593793096
Nova Aurora,15/02/,0.7240306107696058,0.1029128559533309,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3218.158634617914,403.417387510532,Produtividade prevista intermediária,3.8,-895.7005969422145,Viabilidade intermediária,5.396508419015635,172.26634274516934,1,1,1,3,0.5315750217181572,0.6039971146796583,Risco integrado intermediário,0.5933512306932559,0.6027354171567085
