municipio,data_semeadura,isna_medio,isna_desvio,n_anos,freq_evento_adverso,freq_deficit_faseI,freq_deficit_faseIII,freq_frio_floracao,freq_geada,freq_excesso_faseIV,risco_climatico,produtividade_media_kg_ha,produtividade_desvio_kg_ha,classe_produtividade,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico,score_clima,score_produtividade,score_economico,score_integrado,componente_agroclimatico,topsis_score,classe_risco_topsis
Marechal Cândido Rondon,05/02/,0.6808777217129695,0.1357379416975717,27,0.5185185185185185,0.2222222222222222,0.4074074074074074,0.1481481481481481,0.0,0.1851851851851851,Inapto (risco > 40%),2910.123599809065,658.1899783990825,Baixa produtividade prevista,46.2,-43.04468972379125,Menos viável,3,2,2,7,-1.7258765022289546,0.16859896220263565,Alto risco integrado
Marechal Cândido Rondon,05/03/,0.6769774831040876,0.1213650933067959,27,0.4814814814814814,0.3703703703703703,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2964.8389245591397,665.4162978799891,Baixa produtividade prevista,46.2,-16.108360017696352,Menos viável,3,2,2,7,-1.5700013075119323,0.24760462958711998,Alto risco integrado
Marechal Cândido Rondon,15/02/,0.685796734504561,0.1211077405233293,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2592592592592592,Risco climático 40%,2932.0690299042326,681.187175376512,Baixa produtividade prevista,46.2,-34.79608629478922,Menos viável,2,2,2,6,-1.525953652925247,0.2091343747538959,Alto risco integrado
Marechal Cândido Rondon,15/03/,0.6879052330312744,0.1185060586869007,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2898.4604454725336,568.3140975024081,Baixa produtividade prevista,42.3,-54.73347760577124,Menos viável,3,2,2,7,-1.6277858959130131,0.16242651968591093,Alto risco integrado
Marechal Cândido Rondon,25/02/,0.6725215759785079,0.1219589405174011,27,0.4074074074074074,0.2592592592592592,0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,Inapto (risco > 40%),2987.5375318531146,656.0420094264385,Baixa produtividade prevista,46.2,-1.1587208843180774,Menos viável,3,2,2,7,-1.5654812478099072,0.28626350375419035,Alto risco integrado
Marechal Cândido Rondon,25/03/,0.6952316067111695,0.1248261122579399,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2951.3883421637233,627.177154652899,Baixa produtividade prevista,42.3,-27.372549830501995,Menos viável,3,2,2,7,-1.2417731517433115,0.25807235902684705,Alto risco integrado
Maripá,05/02/,0.7137829130995229,0.125162570793003,27,0.4814814814814814,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3127.395365208658,516.0579810955783,Produtividade prevista intermediária,50.0,21.99730322134682,Viabilidade intermediária,3,1,1,5,-0.08129585666757792,0.499383143898881,Risco integrado intermediário
Maripá,05/03/,0.6934528294598468,0.1120789316886747,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),3125.4467482442415,622.2178117651589,Produtividade prevista intermediária,50.0,27.884144102723837,Viabilidade intermediária,3,1,1,5,-0.5206542918511643,0.46327921846236036,Risco integrado intermediário
Maripá,15/02/,0.7094359496225356,0.1078607930862822,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3071.5851943772277,603.0076309370412,Baixa produtividade prevista,46.2,-7.993018072014374,Menos viável,1,2,2,5,-0.4167302393569214,0.395196785932717,Alto risco integrado
Maripá,15/03/,0.6999660604332886,0.1122148656946241,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3106.3563342915145,592.8203857736912,Produtividade prevista intermediária,46.2,9.751171088973566,Menos viável,3,1,2,6,-0.46584257392052325,0.4284562337024275,Alto risco integrado
Maripá,25/02/,0.6910159898322649,0.1102627789364427,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3112.2775445107686,551.0675170609707,Produtividade prevista intermediária,46.2,25.058279910184183,Viabilidade intermediária,2,1,1,4,-0.6297110438934024,0.44500364248454,Risco integrado intermediário
Maripá,25/03/,0.7007160600511575,0.122270857471564,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3126.449125218164,565.5720857630223,Produtividade prevista intermediária,50.0,18.2769311220231,Menos viável,3,1,2,6,-0.3623519168183577,0.4592849611462657,Risco integrado intermediário
Matelândia,05/02/,0.7386598020164937,0.1152275249921733,27,0.2962962962962963,0.1851851851851851,0.1481481481481481,0.5185185185185185,0.0,0.3703703703703703,Risco climático 30%,3152.3659678765976,663.4587600317566,Produtividade prevista intermediária,50.0,21.95138960274952,Viabilidade intermediária,1,1,1,3,0.5547903931465918,0.5709191625397849,Risco integrado intermediário
Matelândia,05/03/,0.7458854476460262,0.0885499237549854,27,0.3333333333333333,0.2592592592592592,0.1111111111111111,1.0,0.0,0.5555555555555556,Risco climático 40%,3234.855600059245,596.723999380943,Produtividade prevista intermediária,53.8,68.64036668695749,Mais viável,2,1,0,3,1.0675443771670443,0.7321554343322788,Baixo risco integrado
Matelândia,15/02/,0.7387061217364095,0.0943498512511076,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8148148148148148,0.0,0.4074074074074074,Risco climático 30%,3224.69826050371,652.5593463364785,Produtividade prevista intermediária,50.0,53.58751918704721,Viabilidade intermediária,1,1,1,3,0.8711086646754699,0.6778221497043712,Baixo risco integrado
Matelândia,15/03/,0.7586001221402721,0.0912301130153881,27,0.4814814814814814,0.3703703703703703,0.1111111111111111,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3217.135600233697,572.1920665886358,Produtividade prevista intermediária,46.2,49.86160597025251,Viabilidade intermediária,3,1,1,5,1.2597600838856908,0.7127299547229408,Baixo risco integrado
Matelândia,25/02/,0.7337103562779154,0.0930742114541434,27,0.2592592592592592,0.2222222222222222,0.1111111111111111,0.9629629629629628,0.0,0.5185185185185185,Risco climático 30%,3279.695688622432,508.0548482137649,Alta produtividade prevista,46.2,78.76343455961174,Mais viável,1,0,0,1,1.0049957798974596,0.7427415035980001,Baixo risco integrado
Matelândia,25/03/,0.7595208577917512,0.1078791749885075,27,0.4444444444444444,0.4074074074074074,0.074074074074074,1.0,0.1851851851851851,0.5925925925925926,Inapto (risco > 40%),3225.939875401237,612.4592573631564,Produtividade prevista intermediária,53.8,61.89162701904282,Mais viável,3,1,0,4,1.3176563118030615,0.7471781586331045,Baixo risco integrado
Medianeira,05/02/,0.6800880911271748,0.1378754037125905,27,0.4444444444444444,0.2592592592592592,0.3703703703703703,0.4444444444444444,0.0,0.2592592592592592,Inapto (risco > 40%),3015.5214180184503,758.1523268208467,Baixa produtividade prevista,42.3,-21.73330409595765,Menos viável,3,2,2,7,-1.2831238755078636,0.26541036150994046,Alto risco integrado
Medianeira,05/03/,0.7004610624608203,0.0980585068436109,27,0.5555555555555556,0.4814814814814814,0.1851851851851851,0.9629629629629628,0.0,0.5555555555555556,Inapto (risco > 40%),3142.894266054518,716.0414472569424,Produtividade prevista intermediária,46.2,43.76355273560839,Viabilidade intermediária,3,1,1,5,-0.2960626853705378,0.5227241719047424,Risco integrado intermediário
Medianeira,15/02/,0.6829891100579876,0.1145878032351395,27,0.3703703703703703,0.1481481481481481,0.2592592592592592,0.7407407407407407,0.0,0.4074074074074074,Risco climático 40%,3085.4036443432883,773.6353024312929,Baixa produtividade prevista,46.2,14.90205274977071,Menos viável,2,2,2,6,-0.916986057037323,0.3907582871805613,Alto risco integrado
Medianeira,15/03/,0.7256315062492221,0.0986336129009921,27,0.6666666666666666,0.5185185185185185,0.1481481481481481,1.0,0.037037037037037,0.4814814814814814,Inapto (risco > 40%),3103.206673933105,729.7621016833658,Baixa produtividade prevista,46.2,11.68525133568926,Menos viável,3,2,2,7,0.06436403742639273,0.4929730562216956,Risco integrado intermediário
Medianeira,25/02/,0.6831994954505907,0.1039425755213152,27,0.3333333333333333,0.2962962962962963,0.1481481481481481,0.8888888888888888,0.0,0.4444444444444444,Risco climático 40%,3090.9240133684198,731.5418286753442,Baixa produtividade prevista,46.2,34.24478017753577,Viabilidade intermediária,2,2,1,5,-0.8884609262106268,0.4385402173291334,Alto risco integrado
Medianeira,25/03/,0.732883334046447,0.117566060267487,27,0.7037037037037037,0.6296296296296297,0.1111111111111111,1.0,0.1111111111111111,0.4814814814814814,Inapto (risco > 40%),3124.1825069675956,695.0857383918604,Produtividade prevista intermediária,46.2,32.50349441793523,Viabilidade intermediária,3,1,1,5,0.3095001265990101,0.5671790064462292,Risco integrado intermediário
Mercedes,05/02/,0.6806028907325431,0.1357347432334341,27,0.5185185185185185,0.2222222222222222,0.4074074074074074,0.1481481481481481,0.0,0.1851851851851851,Inapto (risco > 40%),2899.189380593886,646.2510105031653,Baixa produtividade prevista,46.2,-45.35474121916919,Menos viável,3,2,2,7,-1.7793694303967513,0.15763692873839832,Alto risco integrado
Mercedes,05/03/,0.6766378040844496,0.1213456163280941,27,0.4814814814814814,0.3703703703703703,0.2222222222222222,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2946.1473171981224,652.6505925305089,Baixa produtividade prevista,46.2,-21.090252139369795,Menos viável,3,2,2,7,-1.658687344675748,0.22608510495379144,Alto risco integrado
Mercedes,15/02/,0.685495188587388,0.1210478628424678,27,0.3333333333333333,0.074074074074074,0.2962962962962963,0.4814814814814814,0.0,0.2592592592592592,Risco climático 40%,2918.058956720288,669.0835509715338,Baixa produtividade prevista,46.2,-38.32719325099091,Menos viável,2,2,2,6,-1.593422115288836,0.19390195380535075,Alto risco integrado
Mercedes,15/03/,0.6875929339668806,0.1184822240902966,27,0.7037037037037037,0.5925925925925926,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2881.410957296208,556.678683500442,Baixa produtividade prevista,42.3,-59.02507344043847,Menos viável,3,2,2,7,-1.7087327503704302,0.14685996415197236,Alto risco integrado
Mercedes,25/02/,0.6722181198867996,0.1218958763534619,27,0.4074074074074074,0.2592592592592592,0.2222222222222222,0.7777777777777778,0.0,0.3333333333333333,Inapto (risco > 40%),2966.732271102556,645.8314823410536,Baixa produtividade prevista,46.2,-7.532510137532077,Menos viável,3,2,2,7,-1.6626141864025472,0.26062185706168184,Alto risco integrado
Mercedes,25/03/,0.6949196814823874,0.1248068418281305,27,0.7407407407407407,0.6666666666666666,0.1481481481481481,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2937.91216355225,614.71960977188,Baixa produtividade prevista,42.3,-30.51562331894328,Menos viável,3,2,2,7,-1.3071340441834862,0.24386952413073695,Alto risco integrado
Missal,05/02/,0.6553575600967221,0.1374409511397205,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%),2831.82396752402,594.7329058560142,Baixa produtividade prevista,42.3,-61.8882427333147,Menos viável,3,2,2,7,-2.6080867110360497,0.026400138048284477,Alto risco integrado
Missal,05/03/,0.6682049498238489,0.1111307210530314,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2914.0356170599302,667.0536771721127,Baixa produtividade prevista,46.2,-23.596593045248817,Menos viável,3,2,2,7,-1.9774008087222998,0.18901859779587876,Alto risco integrado
Missal,15/02/,0.6587328402550285,0.1148280943453234,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2872.505602455267,614.5009425345817,Baixa produtividade prevista,46.2,-44.74302128761653,Menos viável,3,2,2,7,-2.3591992716779426,0.09686530393351861,Alto risco integrado
Missal,15/03/,0.6873291400200265,0.1090734937341046,27,0.7037037037037037,0.5555555555555556,0.1851851851851851,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),2860.3523080436626,599.1720390850294,Baixa produtividade prevista,46.2,-55.339467018547936,Menos viável,3,2,2,7,-1.8061297748555378,0.1380586096151708,Alto risco integrado
Missal,25/02/,0.6568292198253602,0.1113043970782838,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2875.5102624238034,605.433310476185,Baixa produtividade prevista,46.2,-30.19870450547217,Menos viável,3,2,2,7,-2.3864444563082063,0.13934039850641522,Alto risco integrado
Missal,25/03/,0.6977633018150117,0.122432838851554,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2930.213409331308,592.7211540464031,Baixa produtividade prevista,42.3,-27.53413597742008,Menos viável,3,2,2,7,-1.280431239261321,0.25318667000597717,Alto risco integrado
Nova Aurora,05/02/,0.7383420498577367,0.1172885288125414,27,0.4444444444444444,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1481481481481481,Inapto (risco > 40%),3230.7418366117986,402.90497056953626,Produtividade prevista intermediária,50.0,47.68953925687163,Viabilidade intermediária,3,1,1,5,0.8897400501684459,0.6669241188668751,Baixo risco integrado
Nova Aurora,05/03/,0.699596913970643,0.1108552384740928,27,0.4074074074074074,0.2592592592592592,0.1851851851851851,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3216.6879956538146,462.96711817926155,Produtividade prevista intermediária,50.0,54.659394611650825,Viabilidade intermediária,3,1,1,5,0.007330895622976442,0.5793114156239959,Risco integrado intermediário
Nova Aurora,15/02/,0.7240306107696058,0.1029128559533309,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.1851851851851851,Risco climático 30%,3218.158634617914,403.417387510532,Produtividade prevista intermediária,50.0,33.89158498905521,Viabilidade intermediária,1,1,1,3,0.5315750217181572,0.5954615262072499,Risco integrado intermediário
Nova Aurora,15/03/,0.7058749609075462,0.1080703533581802,27,0.4814814814814814,0.2962962962962963,0.2592592592592592,1.0,0.037037037037037,0.5185185185185185,Inapto (risco > 40%),3224.138914804407,402.6474770183797,Produtividade prevista intermediária,50.0,51.32703758417253,Viabilidade intermediária,3,1,1,5,0.17286666564956424,0.5917285838864101,Risco integrado intermediário
Nova Aurora,25/02/,0.6994958532013464,0.108382331734004,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),3223.2077617725176,400.52684009215716,Produtividade prevista intermediária,50.0,50.24382001785388,Viabilidade intermediária,3,1,1,5,0.033612353859127746,0.5734560772967164,Risco integrado intermediário
Nova Aurora,25/03/,0.6978403109771207,0.1219619595371979,27,0.5555555555555556,0.4814814814814814,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3213.795373579819,386.0344312753116,Produtividade prevista intermediária,50.0,44.98587902614817,Viabilidade intermediária,3,1,1,5,-0.0425080163165324,0.5538783140667889,Risco integrado intermediário
Nova Santa Rosa,05/02/,0.7139855439370277,0.1251725850879391,27,0.4814814814814814,0.1851851851851851,0.3703703703703703,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3125.136162284033,519.2526194817364,Produtividade prevista intermediária,50.0,21.817800778704388,Viabilidade intermediária,3,1,1,5,-0.08685054203734324,0.498352718984306,Risco integrado intermediário
Nova Santa Rosa,05/03/,0.6936370754607348,0.1120546423377958,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4444444444444444,Inapto (risco > 40%),3120.0807427303994,621.9141653863262,Produtividade prevista intermediária,50.0,26.94264679950161,Viabilidade intermediária,3,1,1,5,-0.5401428905895148,0.45902844765561507,Risco integrado intermediário
Nova Santa Rosa,15/02/,0.7096246155441404,0.1078380514116067,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3069.058757499535,601.4260832896773,Baixa produtividade prevista,46.2,-8.213262523051245,Menos viável,1,2,2,5,-0.4237459096812636,0.39391823940767223,Alto risco integrado
Nova Santa Rosa,15/03/,0.700154959103425,0.1121894571222062,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3104.3538730336522,591.338514303329,Produtividade prevista intermediária,46.2,9.815677796026726,Menos viável,3,1,2,6,-0.47056901104129967,0.42806796397595015,Alto risco integrado
Nova Santa Rosa,25/02/,0.6912163536794037,0.1102352988751023,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3106.2799014140173,552.7095492796774,Produtividade prevista intermediária,46.2,23.67583618222677,Viabilidade intermediária,2,1,1,4,-0.6516117095878299,0.43948458512959754,Risco integrado intermediário
Nova Santa Rosa,25/03/,0.7009022120772305,0.1222652110649407,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3126.134213525098,562.9167239864518,Produtividade prevista intermediária,50.0,18.39539333561818,Viabilidade intermediária,3,1,1,5,-0.3597795996786193,0.4598403576390979,Risco integrado intermediário
Ouro Verde do Oeste,05/02/,0.7288007483577702,0.1188372928414387,27,0.3703703703703703,0.1851851851851851,0.2592592592592592,0.5185185185185185,0.0,0.3333333333333333,Risco climático 40%,3198.572974562421,497.4014843825019,Produtividade prevista intermediária,50.0,33.296370478861064,Viabilidade intermediária,2,1,1,4,0.5472856341966785,0.5958893538494042,Risco integrado intermediário
Ouro Verde do Oeste,05/03/,0.7248568321415673,0.0973365339050117,27,0.3703703703703703,0.2592592592592592,0.1481481481481481,1.0,0.0,0.5185185185185185,Risco climático 40%,3265.132946756686,495.59611798227843,Alta produtividade prevista,50.0,74.54658811215096,Mais viável,2,0,0,2,0.7538725431177807,0.7046242840281748,Baixo risco integrado
Ouro Verde do Oeste,15/02/,0.7274588887491932,0.0987442275108961,27,0.2962962962962963,0.1111111111111111,0.2222222222222222,0.8518518518518519,0.0,0.3703703703703703,Risco climático 30%,3202.4306925825786,518.1777390664503,Produtividade prevista intermediária,50.0,37.93515192879939,Viabilidade intermediária,1,1,1,3,0.5356650175089966,0.6049827446437619,Risco integrado intermediário
Ouro Verde do Oeste,15/03/,0.7344679606334366,0.1003047642939441,27,0.5555555555555556,0.4444444444444444,0.1111111111111111,1.0,0.037037037037037,0.4444444444444444,Inapto (risco > 40%),3251.031018140714,466.9860547439962,Alta produtividade prevista,46.2,54.62278108430307,Viabilidade intermediária,3,0,1,4,0.8960867780126827,0.6829467253199623,Baixo risco integrado
Ouro Verde do Oeste,25/02/,0.7176936290410298,0.0999526589100476,27,0.2962962962962963,0.2222222222222222,0.1481481481481481,0.9629629629629628,0.0,0.4074074074074074,Risco climático 30%,3237.5789581207364,481.188379261806,Alta produtividade prevista,50.0,64.07258672207851,Mais viável,1,0,0,1,0.48193688105319743,0.6530112412529776,Risco integrado intermediário
Ouro Verde do Oeste,25/03/,0.7346310000958816,0.1173980165831733,27,0.6666666666666666,0.6296296296296297,0.1111111111111111,1.0,0.1851851851851851,0.5555555555555556,Inapto (risco > 40%),3212.293107601396,454.41434345998954,Produtividade prevista intermediária,50.0,45.58764874285277,Viabilidade intermediária,3,1,1,5,0.7306620892704028,0.6441775086753192,Risco integrado intermediário
Palotina,05/02/,0.712338661245097,0.1251684643037331,27,0.5185185185185185,0.1851851851851851,0.4074074074074074,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3112.437289861778,511.35581069466724,Produtividade prevista intermediária,50.0,18.39079993758765,Menos viável,3,1,2,6,-0.17711499577522385,0.4804697395349825,Risco integrado intermediário
Palotina,05/03/,0.6918335368686812,0.1118388585672397,27,0.4074074074074074,0.2592592592592592,0.2592592592592592,1.0,0.0,0.4074074074074074,Inapto (risco > 40%),3094.121744268731,602.4145663833239,Baixa produtividade prevista,50.0,20.89432241257577,Viabilidade intermediária,3,2,1,6,-0.6915356607325687,0.428801553603562,Alto risco integrado
Palotina,15/02/,0.7078154158667481,0.1074290143870852,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2222222222222222,Risco climático 30%,3054.0594623239076,592.6625853856015,Baixa produtividade prevista,46.2,-11.972332039482598,Menos viável,1,2,2,5,-0.527479229382186,0.3739669921423346,Alto risco integrado
Palotina,15/03/,0.6984177182159819,0.1120806889104525,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3082.4695154810693,580.9909649779603,Baixa produtividade prevista,46.2,4.999837102697527,Menos viável,3,2,2,7,-0.6027930875800622,0.4023210578961346,Alto risco integrado
Palotina,25/02/,0.6895305269554322,0.1098561470291722,27,0.3703703703703703,0.2222222222222222,0.1851851851851851,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3089.604489888614,539.9984442292168,Baixa produtividade prevista,46.2,20.317605940857938,Viabilidade intermediária,2,2,1,5,-0.7600374597508791,0.4200896964468811,Alto risco integrado
Palotina,25/03/,0.6992151294415451,0.1222070616498093,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3104.0520010289033,553.4467190930172,Produtividade prevista intermediária,50.0,13.52471738655476,Menos viável,3,1,2,6,-0.4918032124573098,0.4340444653995886,Alto risco integrado
Pato Bragado,05/02/,0.6614122516250295,0.1345819405008498,27,0.5555555555555556,0.2592592592592592,0.4814814814814814,0.1481481481481481,0.0,0.1111111111111111,Inapto (risco > 40%),2887.5875105196046,587.8506008841381,Baixa produtividade prevista,46.2,-47.47652599308605,Menos viável,3,2,2,7,-2.2366630632843907,0.100557816521466,Alto risco integrado
Pato Bragado,05/03/,0.653973043056836,0.1200889452364677,27,0.5925925925925926,0.4814814814814814,0.2962962962962963,0.925925925925926,0.0,0.3333333333333333,Inapto (risco > 40%),2964.0692407864494,581.8487669354088,Baixa produtividade prevista,50.0,-10.985083330533406,Menos viável,3,2,2,7,-2.0608987893571813,0.2178790497009288,Alto risco integrado
Pato Bragado,15/02/,0.6637647753007861,0.1164358314544259,27,0.4074074074074074,0.074074074074074,0.3703703703703703,0.4814814814814814,0.0,0.1851851851851851,Inapto (risco > 40%),2902.6033329845345,582.5540703607235,Baixa produtividade prevista,46.2,-40.405193618264704,Menos viável,3,2,2,7,-2.121342816134602,0.13031230837875957,Alto risco integrado
Pato Bragado,15/03/,0.6646844862249336,0.1186570997357176,27,0.7037037037037037,0.5925925925925926,0.1851851851851851,1.0,0.0,0.2592592592592592,Inapto (risco > 40%),2898.5945206587994,509.7795560475179,Baixa produtividade prevista,42.3,-49.971259990524864,Menos viável,3,2,2,7,-2.119327663852634,0.10755550703743466,Alto risco integrado
Pato Bragado,25/02/,0.6492436018969505,0.118759190217094,27,0.4444444444444444,0.2592592592592592,0.2962962962962963,0.7777777777777778,0.0,0.2592592592592592,Inapto (risco > 40%),2970.877047909345,572.8532955032962,Baixa produtividade prevista,46.2,-3.705614270657485,Menos viável,3,2,2,7,-2.1314526578683566,0.23379333187684687,Alto risco integrado
Pato Bragado,25/03/,0.673269592188785,0.1237381158330764,27,0.7777777777777778,0.7407407407407407,0.1481481481481481,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2950.4417258698077,553.0535429150084,Baixa produtividade prevista,42.3,-24.970936433619197,Menos viável,3,2,2,7,-1.7113494529431623,0.21099251772186423,Alto risco integrado
Quatro Pontes,05/02/,0.7162465935721007,0.1251561720065493,27,0.4444444444444444,0.1851851851851851,0.3333333333333333,0.4074074074074074,0.0,0.1851851851851851,Inapto (risco > 40%),3139.3753889978493,522.2890500260421,Produtividade prevista intermediária,50.0,24.703156633896704,Viabilidade intermediária,3,1,1,5,0.02314544855603237,0.5172699036018601,Risco integrado intermediário
Quatro Pontes,05/03/,0.696074124835031,0.1123666577577134,27,0.3703703703703703,0.2592592592592592,0.2222222222222222,1.0,0.0,0.4444444444444444,Risco climático 40%,3148.765560292379,636.0028865983459,Produtividade prevista intermediária,50.0,33.68814570924717,Viabilidade intermediária,2,1,1,4,-0.36344052322094805,0.493514533325951,Risco integrado intermediário
Quatro Pontes,15/02/,0.7120983978237301,0.1083681855695127,27,0.2962962962962963,0.074074074074074,0.2592592592592592,0.7407407407407407,0.0,0.2592592592592592,Risco climático 30%,3089.8782979826665,603.6618515075478,Baixa produtividade prevista,46.2,-3.0231581657384803,Menos viável,1,2,2,5,-0.28055415475382023,0.4215017541309401,Alto risco integrado
Quatro Pontes,15/03/,0.7025039744586068,0.1124447743471792,27,0.6296296296296297,0.5185185185185185,0.1851851851851851,1.0,0.037037037037037,0.4074074074074074,Inapto (risco > 40%),3129.8844972465226,595.7883811343813,Produtividade prevista intermediária,46.2,15.334839849369342,Menos viável,3,1,2,6,-0.3094832617468144,0.4586471909183495,Risco integrado intermediário
Quatro Pontes,25/02/,0.6934623444484596,0.1107765152200036,27,0.3333333333333333,0.2222222222222222,0.1481481481481481,0.8888888888888888,0.0,0.2962962962962963,Risco climático 40%,3126.233995322816,561.3490684852705,Produtividade prevista intermediária,46.2,27.454323103808125,Viabilidade intermediária,2,1,1,4,-0.5170205901658586,0.4627138808279374,Risco integrado intermediário
Quatro Pontes,25/03/,0.7031286820829005,0.1222874145624455,27,0.7037037037037037,0.6296296296296297,0.1481481481481481,1.0,0.1481481481481481,0.4074074074074074,Inapto (risco > 40%),3145.28471623286,568.7072534678376,Produtividade prevista intermediária,50.0,22.010571576856712,Viabilidade intermediária,3,1,1,5,-0.22910549129901003,0.4826666739373598,Risco integrado intermediário
Ramilândia,05/02/,0.6549348514244772,0.1373054595383687,27,0.5185185185185185,0.2592592592592592,0.4444444444444444,0.2222222222222222,0.0,0.2222222222222222,Inapto (risco > 40%),2852.8830074707007,596.2779299044075,Baixa produtividade prevista,42.3,-56.982549648787966,Menos viável,3,2,2,7,-2.5252372990576895,0.047585495181474285,Alto risco integrado
Ramilândia,05/03/,0.6677578223845588,0.1110704358948723,27,0.5555555555555556,0.4074074074074074,0.2592592592592592,0.925925925925926,0.0,0.3703703703703703,Inapto (risco > 40%),2936.511709622174,671.5141269121111,Baixa produtividade prevista,46.2,-18.871381795372237,Menos viável,3,2,2,7,-1.8888911944721034,0.20976769829882028,Alto risco integrado
Ramilândia,15/02/,0.6583032216234513,0.1146666879932384,27,0.4074074074074074,0.1481481481481481,0.2962962962962963,0.4814814814814814,0.0,0.2222222222222222,Inapto (risco > 40%),2893.492177811726,615.7588962990061,Baixa produtividade prevista,46.2,-40.5058372984461,Menos viável,3,2,2,7,-2.27681221850103,0.1158747578209211,Alto risco integrado
Ramilândia,15/03/,0.686852340565663,0.1090223419903498,27,0.7037037037037037,0.5555555555555556,0.1851851851851851,1.0,0.0,0.3703703703703703,Inapto (risco > 40%),2888.237548701645,601.3865466503204,Baixa produtividade prevista,46.2,-48.86845824218248,Menos viável,3,2,2,7,-1.6946675330946075,0.16208390748110005,Alto risco integrado
Ramilândia,25/02/,0.6563997034909913,0.1111774575872992,27,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.7777777777777778,0.0,0.2962962962962963,Inapto (risco > 40%),2898.338511226631,609.5292867782148,Baixa produtividade prevista,46.2,-25.711326688684213,Menos viável,3,2,2,7,-2.296026358634516,0.1585278905010065,Alto risco integrado
Ramilândia,25/03/,0.6972587929802398,0.1223850720167044,27,0.7777777777777778,0.7407407407407407,0.1111111111111111,1.0,0.0,0.3333333333333333,Inapto (risco > 40%),2948.2713687297137,587.9914705099872,Baixa produtividade prevista,42.3,-23.652433000074325,Menos viável,3,2,2,7,-1.2123988251621276,0.2693590439588382,Alto risco integrado
