municipio,data_semeadura,n_anos,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico
Três Barras do Paraná,15/03/,26,57.7,221.3055580012275,Mais viável
Três Barras do Paraná,25/02/,26,57.7,233.51340194121457,Mais viável
Três Barras do Paraná,25/03/,26,57.7,219.62158616862808,Mais viável
Tupãssi,05/02/,26,53.8,163.97348953325127,Viabilidade intermediária
Tupãssi,05/03/,26,53.8,175.0165407192649,Viabilidade intermediária
Tupãssi,15/02/,26,53.8,136.07136762637168,Menos viável
Tupãssi,15/03/,26,53.8,154.93363638692645,Menos viável
Tupãssi,25/02/,26,53.8,170.3734353350969,Viabilidade intermediária
Tupãssi,25/03/,26,53.8,163.59260147540212,Viabilidade intermediária
Vera Cruz do Oeste,05/02/,26,53.8,173.82358721727056,Viabilidade intermediária
Vera Cruz do Oeste,05/03/,26,53.8,214.03062358776333,Mais viável
Vera Cruz do Oeste,15/02/,26,53.8,177.7111959306048,Viabilidade intermediária
Vera Cruz do Oeste,15/03/,26,53.8,196.30834172584258,Mais viável
Vera Cruz do Oeste,25/02/,26,57.7,205.97943819463637,Mais viável
Vera Cruz do Oeste,25/03/,26,57.7,191.12431295655458,Viabilidade intermediária
