municipio,data_semeadura,n_anos,pct_anos_cobre_custo,margem_media_rs_ha,risco_economico
Santa Helena,15/03/,26,42.3,-89.86813196685635,Menos viável
Santa Helena,25/02/,26,38.5,-66.59063594929891,Menos viável
Santa Helena,25/03/,26,46.2,-61.26251090857958,Menos viável
Santa Lúcia,05/02/,26,50.0,-6.1830938151448525,Viabilidade intermediária
Santa Lúcia,05/03/,26,50.0,42.58302708502438,Mais viável
Santa Lúcia,15/02/,26,50.0,27.172334612504194,Mais viável
Santa Lúcia,15/03/,26,50.0,24.766403687948102,Viabilidade intermediária
Santa Lúcia,25/02/,26,50.0,51.29290159615978,Mais viável
Santa Lúcia,25/03/,26,50.0,37.322349480615074,Mais viável
Santa Tereza do Oeste,05/02/,26,46.2,7.397878579034236,Viabilidade intermediária
Santa Tereza do Oeste,05/03/,26,50.0,49.94231105741728,Mais viável
Santa Tereza do Oeste,15/02/,26,50.0,12.199557320374302,Viabilidade intermediária
Santa Tereza do Oeste,15/03/,26,46.2,32.88518608688526,Mais viável
Santa Tereza do Oeste,25/02/,26,50.0,40.74127626609329,Mais viável
Santa Tereza do Oeste,25/03/,26,46.2,28.442309814538266,Mais viável
Santa Terezinha de Itaipu,05/02/,26,50.0,-61.82247227818766,Menos viável
Santa Terezinha de Itaipu,05/03/,26,50.0,13.379625083617944,Viabilidade intermediária
Santa Terezinha de Itaipu,15/02/,26,50.0,-19.81959796762824,Menos viável
Santa Terezinha de Itaipu,15/03/,26,46.2,-22.54559838355387,Menos viável
Santa Terezinha de Itaipu,25/02/,26,50.0,8.164097312368714,Viabilidade intermediária
Santa Terezinha de Itaipu,25/03/,26,53.8,-3.48488955908353,Viabilidade intermediária
Serranópolis do Iguaçu,05/02/,26,50.0,-10.154523642022241,Menos viável
Serranópolis do Iguaçu,05/03/,26,50.0,37.16397345874956,Mais viável
Serranópolis do Iguaçu,15/02/,26,50.0,23.235375426580102,Viabilidade intermediária
Serranópolis do Iguaçu,15/03/,26,50.0,18.499948455402283,Viabilidade intermediária
Serranópolis do Iguaçu,25/02/,26,53.8,48.68612803980414,Mais viável
Serranópolis do Iguaçu,25/03/,26,50.0,33.53630043276607,Mais viável
São José das Palmeiras,05/02/,26,46.2,-86.870526435217,Menos viável
São José das Palmeiras,05/03/,26,42.3,-51.64886386170401,Menos viável
São José das Palmeiras,15/02/,26,46.2,-67.15796113498676,Menos viável
São José das Palmeiras,15/03/,26,42.3,-83.91994213677698,Menos viável
São José das Palmeiras,25/02/,26,38.5,-59.67620411118581,Menos viável
São José das Palmeiras,25/03/,26,46.2,-55.17045291881653,Menos viável
São Miguel do Iguaçu,05/02/,26,50.0,-63.793555281908944,Menos viável
São Miguel do Iguaçu,05/03/,26,50.0,4.024714947567068,Viabilidade intermediária
São Miguel do Iguaçu,15/02/,26,50.0,-25.317839150816464,Menos viável
São Miguel do Iguaçu,15/03/,26,46.2,-34.9428055008886,Menos viável
São Miguel do Iguaçu,25/02/,26,46.2,-5.835853262686476,Viabilidade intermediária
São Miguel do Iguaçu,25/03/,26,53.8,-8.83562011771612,Viabilidade intermediária
São Pedro do Iguaçu,05/02/,26,46.2,5.715185867676662,Viabilidade intermediária
São Pedro do Iguaçu,05/03/,26,46.2,47.191844792445394,Mais viável
São Pedro do Iguaçu,15/02/,26,46.2,10.69235843271043,Viabilidade intermediária
São Pedro do Iguaçu,15/03/,26,46.2,27.418272137154382,Mais viável
São Pedro do Iguaçu,25/02/,26,50.0,36.80800276572128,Mais viável
São Pedro do Iguaçu,25/03/,26,46.2,18.74993429125876,Viabilidade intermediária
Terra Roxa,05/02/,26,46.2,-43.346043962442465,Menos viável
Terra Roxa,05/03/,26,42.3,-31.78921299981609,Menos viável
Terra Roxa,15/02/,26,42.3,-52.691331589011355,Menos viável
Terra Roxa,15/03/,26,42.3,-49.819147839501106,Menos viável
Terra Roxa,25/02/,26,42.3,-27.820534473804962,Menos viável
Terra Roxa,25/03/,26,42.3,-23.899346722887387,Menos viável
Toledo,05/02/,26,46.2,-2.2398441463337453,Viabilidade intermediária
Toledo,05/03/,26,46.2,9.805496476694543,Viabilidade intermediária
Toledo,15/02/,26,46.2,-29.37575079611882,Menos viável
Toledo,15/03/,26,46.2,-11.798041086984977,Menos viável
Toledo,25/02/,26,46.2,5.0970203323173475,Viabilidade intermediária
Toledo,25/03/,26,46.2,-4.064372974540115,Viabilidade intermediária
Três Barras do Paraná,05/02/,26,50.0,29.750352138972403,Mais viável
Três Barras do Paraná,05/03/,26,53.8,61.89710589734621,Mais viável
Três Barras do Paraná,15/02/,26,50.0,63.488877437143294,Mais viável
Três Barras do Paraná,15/03/,26,50.0,54.43572367507374,Mais viável
Três Barras do Paraná,25/02/,26,53.8,66.64356761506077,Mais viável
Três Barras do Paraná,25/03/,26,50.0,52.75175184247433,Mais viável
Tupãssi,05/02/,26,46.2,-2.8963447929025348,Viabilidade intermediária
Tupãssi,05/03/,26,46.2,8.14670639311117,Viabilidade intermediária
Tupãssi,15/02/,26,46.2,-30.798466699782185,Menos viável
Tupãssi,15/03/,26,46.2,-11.936197939227318,Menos viável
Tupãssi,25/02/,26,46.2,3.5036010089432135,Viabilidade intermediária
Tupãssi,25/03/,26,46.2,-3.2772328507516635,Viabilidade intermediária
Vera Cruz do Oeste,05/02/,26,46.2,6.953752891116769,Viabilidade intermediária
Vera Cruz do Oeste,05/03/,26,46.2,47.16078926160951,Mais viável
Vera Cruz do Oeste,15/02/,26,50.0,10.841361604451007,Viabilidade intermediária
Vera Cruz do Oeste,15/03/,26,46.2,29.43850739968873,Mais viável
Vera Cruz do Oeste,25/02/,26,50.0,39.109603868482665,Mais viável
Vera Cruz do Oeste,25/03/,26,46.2,24.25447863040082,Viabilidade intermediária
